Open,High,Low,LTP
0.330534351,0.366440933,0.346829641,0.366412214
0.366412214,0.348382242,0.339954163,0.335877863
0.335877863,0.349887133,0.339954163,0.354961832
0.354961832,0.35364936,0.349885409,0.345801527
0.345801527,0.352896915,0.332314744,0.339694656
0.339694656,0.346124906,0.339190222,0.335877863
0.335877863,0.326561324,0.327731092,0.33129771
0.33129771,0.32731377,0.320855615,0.332061069
0.332061069,0.32731377,0.316271963,0.332061069
0.332061069,0.339352897,0.336134454,0.344274809
0.344274809,0.32731377,0.332314744,0.328244275
0.328244275,0.31903687,0.327731092,0.323664122
0.323664122,0.314522197,0.317035905,0.319083969
0.319083969,0.319789315,0.323147441,0.319083969
0.319083969,0.322046652,0.320855615,0.323664122
0.323664122,0.364183597,0.339954163,0.348091603
0.348091603,0.343115124,0.328495034,0.324427481
0.324427481,0.318284424,0.313216196,0.309160305
0.309160305,0.316027088,0.313216196,0.316793893
0.316793893,0.312264861,0.309396486,0.311450382
0.311450382,0.300978179,0.304048892,0.302290076
0.302290076,0.293453725,0.276546982,0.292366412
0.292366412,0.299473288,0.297937357,0.298473282
0.298473282,0.300978179,0.293353705,0.297709924
0.297709924,0.282167043,0.282658518,0.282442748
0.282442748,0.282167043,0.263559969,0.286259542
0.286259542,0.291948834,0.278074866,0.288549618
0.288549618,0.28592927,0.292589763,0.290076336
0.290076336,0.28592927,0.286478228,0.286259542
0.286259542,0.282167043,0.286478228,0.286259542
0.286259542,0.293453725,0.290297937,0.287022901
0.287022901,0.28592927,0.288770053,0.290076336
0.290076336,0.298720843,0.295645531,0.291603053
0.291603053,0.289691497,0.294117647,0.29389313
0.29389313,0.291196388,0.291825821,0.294656489
0.294656489,0.292701279,0.290297937,0.286259542
0.286259542,0.274642588,0.282658518,0.278625954
0.278625954,0.274642588,0.27578304,0.271755725
0.271755725,0.263355907,0.249809015,0.245801527
0.245801527,0.267118134,0.260504202,0.270992366
0.270992366,0.263355907,0.271199389,0.267175573
0.267175573,0.259593679,0.25592055,0.263358779
0.263358779,0.26109857,0.265087853,0.264885496
0.264885496,0.264108352,0.269671505,0.267175573
0.267175573,0.263355907,0.25974026,0.255725191
0.255725191,0.252069225,0.246753247,0.242748092
0.242748092,0.249811889,0.244461421,0.240458015
0.240458015,0.23476298,0.240641711,0.236641221
0.236641221,0.233258089,0.233002292,0.236641221
0.236641221,0.229495862,0.230710466,0.226717557
0.226717557,0.233258089,0.235294118,0.234351145
0.234351145,0.237020316,0.243697479,0.240458015
0.240458015,0.248306998,0.244461421,0.251908397
0.251908397,0.258088789,0.25592055,0.261832061
0.261832061,0.258088789,0.25974026,0.259541985
0.259541985,0.258088789,0.262032086,0.259541985
0.259541985,0.259593679,0.265087853,0.263358779
0.263358779,0.259593679,0.256684492,0.263358779
0.263358779,0.249059443,0.256684492,0.252671756
0.252671756,0.250564334,0.25592055,0.251908397
0.251908397,0.259593679,0.263559969,0.263358779
0.263358779,0.255831452,0.263559969,0.259541985
0.259541985,0.252069225,0.25592055,0.255725191
0.255725191,0.255831452,0.257448434,0.253435115
0.253435115,0.260346125,0.25974026,0.264122137
0.264122137,0.260346125,0.25974026,0.25648855
0.25648855,0.25282167,0.25974026,0.255725191
0.255725191,0.252069225,0.25974026,0.255725191
0.255725191,0.252069225,0.248281131,0.255725191
0.255725191,0.255079007,0.254392666,0.258778626
0.258778626,0.248306998,0.25210084,0.251908397
0.251908397,0.247554552,0.245989305,0.245038168
0.245038168,0.245297216,0.25210084,0.248091603
0.248091603,0.262603461,0.262796028,0.266412214
0.266412214,0.252069225,0.25974026,0.255725191
0.255725191,0.242287434,0.249045073,0.245038168
0.245038168,0.237020316,0.236822002,0.240458015
0.240458015,0.229495862,0.226126814,0.222137405
0.222137405,0.228743416,0.222307105,0.218320611
0.218320611,0.23476298,0.23223835,0.228244275
0.228244275,0.237772761,0.225362872,0.239694656
0.239694656,0.252069225,0.244461421,0.247328244
0.247328244,0.237020316,0.239877769,0.240458015
0.240458015,0.237772761,0.241405653,0.23740458
0.23740458,0.236267871,0.241405653,0.239694656
0.239694656,0.233258089,0.233766234,0.234351145
0.234351145,0.231000752,0.229946524,0.225954198
0.225954198,0.221971407,0.220015279,0.216030534
0.216030534,0.225733634,0.227654698,0.22519084
0.22519084,0.229495862,0.23223835,0.23129771
0.23129771,0.240782543,0.236822002,0.232824427
0.232824427,0.238525207,0.244461421,0.240458015
0.240458015,0.239277652,0.243697479,0.242748092
0.242748092,0.237020316,0.244461421,0.240458015
0.240458015,0.237020316,0.244461421,0.240458015
0.240458015,0.247554552,0.244461421,0.251145038
0.251145038,0.237020316,0.244461421,0.240458015
0.240458015,0.246802107,0.245225363,0.246564885
0.246564885,0.264108352,0.260504202,0.263358779
0.263358779,0.270127916,0.267379679,0.266412214
0.266412214,0.261851016,0.263559969,0.259541985
0.259541985,0.252069225,0.254392666,0.250381679
0.250381679,0.255831452,0.25210084,0.255725191
0.255725191,0.246802107,0.253628724,0.249618321
0.249618321,0.25131678,0.254392666,0.254961832
0.254961832,0.260346125,0.261268144,0.26259542
0.26259542,0.264108352,0.264323911,0.263358779
0.263358779,0.270880361,0.268143621,0.270992366
0.270992366,0.27765237,0.275019099,0.277862595
0.277862595,0.273890143,0.275019099,0.273282443
0.273282443,0.276147479,0.267379679,0.280152672
0.280152672,0.278404816,0.275019099,0.27480916
0.27480916,0.278404816,0.282658518,0.281679389
0.281679389,0.274642588,0.27960275,0.276335878
0.276335878,0.272385252,0.275019099,0.27480916
0.27480916,0.270880361,0.278838808,0.27480916
0.27480916,0.282167043,0.278838808,0.27480916
0.27480916,0.267870579,0.267379679,0.263358779
0.263358779,0.267118134,0.239877769,0.264885496
0.264885496,0.266365688,0.267379679,0.264885496
0.264885496,0.270127916,0.25592055,0.274045802
0.274045802,0.270880361,0.271199389,0.274045802
0.274045802,0.259593679,0.256684492,0.26259542
0.26259542,0.265613243,0.25974026,0.269465649
0.269465649,0.263355907,0.268143621,0.264122137
0.264122137,0.264108352,0.236822002,0.240458015
0.240458015,0.247554552,0.244461421,0.245038168
0.245038168,0.237020316,0.236822002,0.232824427
0.232824427,0.229495862,0.223071047,0.219083969
0.219083969,0.231753198,0.218487395,0.235114504
0.235114504,0.231000752,0.235294118,0.232824427
0.232824427,0.239277652,0.236822002,0.241984733
0.241984733,0.249059443,0.236822002,0.240458015
0.240458015,0.240030098,0.238349885,0.240458015
0.240458015,0.233258089,0.233766234,0.236641221
0.236641221,0.237020316,0.235294118,0.232061069
0.232061069,0.231000752,0.22841864,0.22519084
0.22519084,0.221971407,0.210084034,0.206870229
0.206870229,0.210684725,0.210847976,0.213740458
0.213740458,0.210684725,0.198624905,0.205343511
0.205343511,0.199398044,0.168067227,0.182442748
0.182442748,0.216704289,0.168067227,0.209923664
0.209923664,0.221971407,0.214667685,0.22519084
0.22519084,0.236267871,0.210084034,0.20610687
0.20610687,0.212942062,0.210084034,0.213740458
0.213740458,0.215199398,0.217723453,0.218320611
0.218320611,0.221971407,0.225362872,0.221374046
0.221374046,0.237020316,0.225362872,0.232824427
0.232824427,0.237020316,0.240641711,0.236641221
0.236641221,0.24303988,0.240641711,0.246564885
0.246564885,0.259593679,0.253628724,0.249618321
0.249618321,0.248306998,0.248281131,0.251908397
0.251908397,0.255831452,0.25974026,0.259541985
0.259541985,0.263355907,0.258212376,0.265648855
0.265648855,0.272385252,0.275019099,0.270992366
0.270992366,0.289691497,0.271199389,0.29389313
0.29389313,0.300225734,0.291825821,0.297709924
0.297709924,0.293453725,0.286478228,0.282442748
0.282442748,0.276147479,0.272727273,0.26870229
0.26870229,0.263355907,0.264323911,0.266412214
0.266412214,0.263355907,0.267379679,0.267175573
0.267175573,0.268623025,0.271199389,0.270992366
0.270992366,0.267118134,0.269671505,0.270992366
0.270992366,0.276147479,0.275019099,0.280152672
0.280152672,0.274642588,0.276546982,0.278625954
0.278625954,0.270880361,0.271199389,0.27480916
0.27480916,0.275395034,0.275019099,0.279389313
0.279389313,0.274642588,0.261268144,0.275572519
0.275572519,0.297215952,0.268143621,0.264122137
0.264122137,0.282167043,0.278838808,0.282442748
0.282442748,0.282167043,0.278074866,0.282442748
