Date,Open,High,Low,LTP
4/23/2015,0.494839101,0.478311841,0.505148206,0.494986326
5/24/2015,0.495446266,0.463950762,0.44274571,0.430264357
5/25/2015,0.430783242,0.402696366,0.382839314,0.371923428
5/26/2015,0.372495446,0.376611958,0.342901716,0.374050441
5/27/2015,0.374620522,0.365767878,0.378783151,0.3743543
5/28/2015,0.374924104,0.382766706,0.383775351,0.384685506
5/31/2015,0.385245902,0.413540445,0.385647426,0.424187177
6/1/2015,0.424711597,0.434349355,0.439937598,0.439380128
6/2/2015,0.43989071,0.425556858,0.443057722,0.439380128
6/3/2015,0.43989071,0.451934349,0.457410296,0.463688848
6/4/2015,0.464177292,0.451934349,0.464898596,0.459130963
6/7/2015,0.459623558,0.450468933,0.468954758,0.463384989
6/8/2015,0.46387371,0.463657679,0.472386895,0.475843209
6/8/2015,0.46387371,0.463657679,0.472386895,0.475843209
6/8/2015,0.46387371,0.463657679,0.472386895,0.475843209
6/9/2015,0.476320583,0.498827667,0.497347894,0.489516864
6/10/2015,0.489981785,0.473915592,0.493603744,0.484958979
6/11/2015,0.485428051,0.45926143,0.47301092,0.465208143
6/14/2015,0.465695203,0.45926143,0.476443058,0.466423579
6/15/2015,0.466909532,0.457502931,0.47425897,0.469766029
6/16/2015,0.470248937,0.450468933,0.477067083,0.467335156
6/17/2015,0.467820279,0.450468933,0.47550702,0.462169553
6/18/2015,0.462659381,0.446072685,0.469266771,0.463688848
6/21/2015,0.464177292,0.449003517,0.467706708,0.460650258
6/22/2015,0.461141469,0.447538101,0.467706708,0.463688848
6/23/2015,0.464177292,0.444607268,0.471138846,0.460650258
6/24/2015,0.461141469,0.456330598,0.467706708,0.474323914
6/25/2015,0.474802672,0.456330598,0.482059282,0.474323914
6/28/2015,0.474802672,0.463071512,0.489547582,0.478881799
6/29/2015,0.479356406,0.472743259,0.493915757,0.484958979
6/30/2015,0.485428051,0.473915592,0.495787832,0.492555454
7/1/2015,0.493017608,0.476846424,0.495787832,0.48465512
7/2/2015,0.485124469,0.466588511,0.486427457,0.480401094
7/5/2015,0.480874317,0.465123095,0.491419657,0.480097235
7/6/2015,0.480570735,0.461899179,0.490171607,0.478881799
7/7/2015,0.479356406,0.464830012,0.480187207,0.483135825
7/8/2015,0.483606557,0.466881594,0.494539782,0.482224248
7/9/2015,0.482695811,0.466588511,0.495475819,0.482224248
7/12/2015,0.482695811,0.466881594,0.497659906,0.484047402
7/13/2015,0.484517304,0.466881594,0.492667707,0.485262838
7/14/2015,0.485731633,0.466588511,0.496099844,0.484958979
7/15/2015,0.485428051,0.46922626,0.497971919,0.485870556
7/16/2015,0.486338798,0.472450176,0.498907956,0.491036159
7/22/2015,0.491499696,0.481242673,0.505460218,0.495594044
7/23/2015,0.49605343,0.539273154,0.51450858,0.554238833
7/26/2015,0.554644809,0.6014068,0.584399376,0.624734123
7/27/2015,0.625075896,0.676436108,0.642433697,0.638407779
7/28/2015,0.638737098,0.614595545,0.613104524,0.62260711
7/29/2015,0.62295082,0.595545135,0.623712949,0.612579763
7/30/2015,0.612932605,0.616940211,0.629953198,0.624734123
8/2/2015,0.625075896,0.627784291,0.642433697,0.652081434
8/3/2015,0.6523983,0.626025791,0.649609984,0.63506533
8/4/2015,0.635397693,0.615474795,0.650546022,0.634457612
8/5/2015,0.634790528,0.612837046,0.648049922,0.635369189
8/6/2015,0.635701275,0.621922626,0.648985959,0.636888484
8/9/2015,0.637219186,0.648300117,0.667394696,0.67183227
8/10/2015,0.672131148,0.671746776,0.690795632,0.688544515
8/11/2015,0.688828172,0.664419695,0.695475819,0.68094804
8/12/2015,0.681238616,0.657092614,0.672074883,0.676390155
8/13/2015,0.676684882,0.677608441,0.686115445,0.703737466
8/16/2015,0.704007286,0.701348183,0.717316693,0.721969006
8/17/2015,0.722222222,0.779601407,0.760062402,0.809480401
8/18/2015,0.809653916,0.807737397,0.819344774,0.819811607
8/18/2015,0.809653916,0.807737397,0.819344774,0.819811607
8/19/2015,0.819975713,0.827080891,0.84274571,0.85262838
8/20/2015,0.852762599,0.861957796,0.888923557,0.864782741
8/23/2015,0.864905889,0.835873388,0.867082683,0.84958979
8/24/2015,0.849726776,0.827080891,0.868954758,0.8465512
8/25/2015,0.846690953,0.814185229,0.842121685,0.84351261
8/26/2015,0.843655131,0.821219226,0.857722309,0.835004558
8/27/2015,0.835154827,0.834114889,0.810920437,0.864478882
8/31/2015,0.864602307,0.862250879,0.873322933,0.867821331
9/1/2015,0.867941712,0.834407972,0.87301092,0.849285931
9/2/2015,0.849423194,0.818288394,0.834321373,0.827711942
9/3/2015,0.827868852,0.815943728,0.836817473,0.814646004
9/6/2015,0.814814815,0.791910903,0.810920437,0.801580067
9/7/2015,0.801760777,0.78898007,0.829641186,0.814342145
9/8/2015,0.814511233,0.791617819,0.837441498,0.816469158
9/9/2015,0.816636308,0.796307151,0.842121685,0.820419325
9/10/2015,0.820582878,0.78898007,0.835881435,0.814646004
9/13/2015,0.814814815,0.791910903,0.840561622,0.820723184
9/14/2015,0.82088646,0.818288394,0.857722309,0.838954725
9/15/2015,0.839101396,0.81975381,0.862402496,0.8465512
9/16/2015,0.846690953,0.828546307,0.863962559,0.84351261
9/17/2015,0.843655131,0.818288394,0.842433697,0.82831966
9/22/2015,0.828476017,0.782532239,0.804680187,0.782740808
9/23/2015,0.782938676,0.797772567,0.823712949,0.807049529
9/24/2015,0.807225258,0.790445487,0.821840874,0.807961106
9/28/2015,0.808136005,0.759671747,0.755070203,0.775144333
9/29/2015,0.77534912,0.756740914,0.784399376,0.782740808
9/30/2015,0.782938676,0.830890973,0.823712949,0.8465512
10/1/2015,0.846690953,0.818288394,0.862090484,0.84958979
10/4/2015,0.849726776,0.897420868,0.893915757,0.889091462
10/5/2015,0.889192471,0.847889801,0.881123245,0.863263446
10/6/2015,0.863387978,0.83147714,0.842121685,0.830142814
10/7/2015,0.830297511,0.803634232,0.826521061,0.82528107
10/8/2015,0.825440194,0.810961313,0.829641186,0.82831966
10/11/2015,0.828476017,0.794841735,0.829641186,0.816773017
10/14/2015,0.816939891,0.793083236,0.811232449,0.800972349
10/15/2015,0.801153613,0.753810082,0.764118565,0.782436949
10/18/2015,0.782635094,0.735638921,0.708580343,0.689152233
10/19/2015,0.689435337,0.677315358,0.708580343,0.703433607
10/25/2015,0.703703704,0.672039859,0.705148206,0.697964145
10/27/2015,0.698239223,0.66852286,0.686115445,0.667882103
10/28/2015,0.668184578,0.643903869,0.652418097,0.652689152
10/29/2015,0.653005464,0.65123095,0.679875195,0.66575509
11/1/2015,0.666059502,0.65123095,0.684555382,0.673959283
11/2/2015,0.674256223,0.660023447,0.692979719,0.676390155
11/3/2015,0.676684882,0.647713951,0.681435257,0.67183227
11/4/2015,0.672131148,0.648300117,0.68299532,0.67183227
11/5/2015,0.672131148,0.648300117,0.686115445,0.667578244
11/8/2015,0.667880996,0.642438453,0.678315133,0.659677909
11/9/2015,0.659987857,0.666471278,0.694851794,0.682467335
11/10/2015,0.682756527,0.664419695,0.701716069,0.688544515
11/15/2015,0.688828172,0.662954279,0.686115445,0.66879368
11/16/2015,0.669095325,0.646834701,0.677379095,0.667274385
11/18/2015,0.667577413,0.647420868,0.670514821,0.671224552
11/19/2015,0.671523983,0.648300117,0.680187207,0.661501064
11/22/2015,0.66180935,0.640973036,0.655538222,0.642965664
11/23/2015,0.643290832,0.613130129,0.626833073,0.63202674
11/24/2015,0.63236187,0.627784291,0.63400936,0.628380431
11/25/2015,0.628718883,0.612837046,0.634945398,0.617441507
11/26/2015,0.617789921,0.594079719,0.612792512,0.606502583
11/29/2015,0.606860959,0.586752638,0.60374415,0.587359465
11/30/2015,0.587735276,0.593786635,0.609672387,0.606806442
12/1/2015,0.431997571,0.441383353,0.43650546,0.451534488
12/2/2015,0.452034001,0.434349355,0.450546022,0.437860833
12/3/2015,0.438372799,0.435814771,0.444305772,0.442418718
12/6/2015,0.442926533,0.463364596,0.467394696,0.477058645
12/7/2015,0.477534912,0.492966002,0.498907956,0.494074749
12/8/2015,0.494535519,0.472743259,0.497659906,0.489516864
12/9/2015,0.489981785,0.481242673,0.505148206,0.494074749
12/10/2015,0.494535519,0.475381008,0.497659906,0.487997569
12/13/2015,0.488463874,0.466588511,0.48798752,0.477362504
12/14/2015,0.477838494,0.457796014,0.480811232,0.472196901
12/15/2015,0.472677596,0.453399766,0.47925117,0.46946217
12/16/2015,0.469945355,0.451934349,0.470826833,0.464600425
12/17/2015,0.465088039,0.443141852,0.464586583,0.454573078
12/20/2015,0.455069824,0.446072685,0.467706708,0.460650258
12/21/2015,0.461141469,0.447538101,0.467706708,0.465208143
12/22/2015,0.465695203,0.460726846,0.48174727,0.475843209
12/23/2015,0.476320583,0.462192263,0.483307332,0.472804619
12/24/2015,0.47328476,0.456330598,0.483307332,0.472804619
12/27/2015,0.47328476,0.454865182,0.48049922,0.471285324
12/28/2015,0.471766849,0.451934349,0.478939158,0.465512002
12/29/2015,0.465998786,0.456916764,0.482059282,0.471285324
12/31/2015,0.471766849,0.463657679,0.483307332,0.470069888
