Date,Open,High,Low,LTP
1/1/2014,0.393129771,0.397291196,0.391902215,0.403053435
1/2/2014,0.403053435,0.389014296,0.369747899,0.379389313
1/5/2014,0.379389313,0.37848006,0.366692131,0.36870229
1/6/2014,0.36870229,0.37020316,0.368220015,0.375572519
1/7/2014,0.375572519,0.376222724,0.364400306,0.374045802
1/8/2014,0.374045802,0.393528969,0.374331551,0.393129771
1/9/2014,0.393129771,0.389766742,0.38579068,0.393129771
1/12/2014,0.393129771,0.393528969,0.388082506,0.389312977
1/13/2014,0.389312977,0.385252069,0.372039725,0.385496183
1/14/2014,0.385496183,0.389014296,0.38579068,0.385496183
1/16/2014,0.385496183,0.402558315,0.394194041,0.393129771
1/19/2014,0.393129771,0.387509406,0.392666157,0.388549618
1/20/2014,0.388549618,0.380737397,0.38197097,0.386259542
1/21/2014,0.386259542,0.379984951,0.38197097,0.377862595
1/22/2014,0.377862595,0.374717833,0.367456073,0.380152672
1/23/2014,0.380152672,0.382994733,0.38197097,0.381679389
1/26/2014,0.381679389,0.372460497,0.374331551,0.373282443
1/27/2014,0.373282443,0.364936042,0.364400306,0.369465649
1/28/2014,0.369465649,0.365688488,0.362872422,0.370992366
1/29/2014,0.370992366,0.368698269,0.370511841,0.370992366
2/2/2014,0.370992366,0.376975169,0.365164248,0.361068702
2/3/2014,0.361068702,0.364936042,0.366692131,0.370229008
2/4/2014,0.370229008,0.364936042,0.374331551,0.370229008
2/6/2014,0.374045802,0.37848006,0.369747899,0.383969466
2/9/2014,0.383969466,0.37848006,0.362872422,0.358778626
2/10/2014,0.358778626,0.39503386,0.375859435,0.389312977
2/11/2014,0.389312977,0.37848006,0.368220015,0.378625954
2/12/2014,0.378625954,0.382994733,0.374331551,0.383969466
2/13/2014,0.383969466,0.38675696,0.38961039,0.385496183
2/16/2014,0.385496183,0.391271633,0.38961039,0.396946565
2/17/2014,0.396946565,0.387509406,0.38961039,0.393129771
2/18/2014,0.393129771,0.396538751,0.38961039,0.402290076
2/20/2014,0.402290076,0.421369451,0.401069519,0.400763359
2/23/2014,0.400763359,0.448457487,0.418640183,0.433587786
