0.254170756,0.237689394,0.238377844,0.235976789
0.235525025,0.232007576,0.233432245,0.227756286
0.23110893,0.230113636,0.230959446,0.237911025
0.24141315,0.223484848,0.21859545,0.224854932
0.228164868,0.21875,0.213649852,0.217601547
0.220804711,0.204545455,0.183976261,0.200676983
0.203631011,0.183712121,0.174085064,0.17311412
0.175662414,0.199337121,0.169139466,0.193423598
0.196270854,0.194602273,0.190900099,0.201644101
0.204612365,0.195075758,0.198318497,0.20212766
0.205103042,0.205492424,0.205242334,0.212765957
0.215897939,0.20217803,0.197823937,0.207446809
0.210500491,0.20217803,0.194362018,0.209381044
0.212463199,0.200757576,0.193867458,0.207930368
0.210991168,0.25094697,0.208704253,0.259187621
0.263002944,0.239583333,0.207715134,0.201160542
0.204121688,0.18844697,0.18644906,0.195357834
0.198233562,0.178977273,0.18743818,0.185686654
0.18842002,0.183238636,0.18892186,0.184235977
0.186947988,0.183238636,0.189910979,0.190038685
0.192836114,0.184659091,0.181503462,0.191489362
0.194308145,0.186079545,0.18644906,0.192940039
0.195780177,0.177083333,0.181998022,0.176015474
0.178606477,0.173768939,0.179030663,0.17311412
0.175662414,0.169034091,0.164193867,0.175531915
0.1781158,0.166193182,0.164193867,0.162959381
0.165358194,0.166193182,0.174085064,0.16827853
0.170755643,0.166666667,0.174085064,0.17311412
0.175662414,0.169034091,0.179030663,0.17311412
0.175662414,0.171875,0.179030663,0.17794971
0.180569185,0.180871212,0.183976261,0.18762089
0.190382728,0.193181818,0.193867458,0.197775629
0.200686948,0.221117424,0.214638971,0.228723404
0.232090285,0.239109848,0.238377844,0.247098646
0.250736016,0.229166667,0.233432245,0.236943907
0.240431796,0.239583333,0.235905045,0.247582205
0.251226693,0.239109848,0.247279921,0.239845261
0.243375859,0.237215909,0.240850643,0.235976789
0.239450442,0.223484848,0.233432245,0.226305609
0.229636899,0.223011364,0.208704253,0.226305609
0.229636899,0.218276515,0.222057369,0.22582205
0.229146222,0.219223485,0.228486647,0.226305609
0.229636899,0.214015152,0.198813056,0.20212766
0.205103042,0.205492424,0.18892186,0.19245648
0.1952895,0.195549242,0.179030663,0.180851064
0.183513248,0.176136364,0.174085064,0.1827853
0.185475957,0.176136364,0.169139466,0.180367505
0.183022571,0.169034091,0.159248269,0.175531915
0.1781158,0.159564394,0.151829871,0.16344294
0.165848871,0.159564394,0.142433234,0.164893617
0.167320903,0.149147727,0.1256182,0.136847195
0.138861629,0.126420455,0.111275964,0.121373308
0.123159961,0.107481061,0.087537092,0.089941973
0.091265947,0.081439394,0.055390702,0.065280464
0.066241413,0.099431818,0.06181998,0.104448743
0.105986261,0.14157197,0.117210682,0.147485493
0.105986261,0.14157197,0.117210682,0.147485493
0.197742885,0.239109848,0.211671612,0.247098646
0.250736016,0.295454545,0.266073195,0.303675048
0.30814524,0.325284091,0.247774481,0.264023211
0.267909715,0.251420455,0.211671612,0.205029014
0.208047105,0.214015152,0.171117705,0.213249516
0.216388616,0.214015152,0.18892186,0.221470019
0.224730128,0.203598485,0.1884273,0.185203095
0.187929342,0.18844697,0.174085064,0.195357834
0.198233562,0.214015152,0.201780415,0.221470019
0.224730128,0.224431818,0.208704253,0.20212766
0.205103042,0.206912879,0.207715134,0.211798839
0.214916585,0.21875,0.226013848,0.221470019
0.224730128,0.225378788,0.223541048,0.231141199
0.23454367,0.261363636,0.248269041,0.245647969
0.249263984,0.270833333,0.253214639,0.245647969
0.249263984,0.267045455,0.264589515,0.275628627
0.279685967,0.326231061,0.296241345,0.336073501
0.341020608,0.341856061,0.286844708,0.290618956
0.294896958,0.299715909,0.300197824,0.308994197
0.313542689,0.324337121,0.320474777,0.325918762
0.330716389,0.327651515,0.329871414,0.332688588
0.337585868,0.311079545,0.287833828,0.308510638
0.313052012,0.286931818,0.304648863,0.295938104
0.300294406,0.275568182,0.28090999,0.281914894
0.286064769,0.286931818,0.28041543,0.295938104
0.300294406,0.292140152,0.295746785,0.293520309
0.297841021,0.272727273,0.277942631,0.274661509
0.278704612,0.267992424,0.278437191,0.272727273
0.276741904,0.275568182,0.278931751,0.282398453
0.286555447,0.268465909,0.275469832,0.269825919
0.273797841,0.267045455,0.273986152,0.275628627
0.279685967,0.255208333,0.248269041,0.241779497
0.245338567,0.258522727,0.238377844,0.266924565
0.270853778,0.268465909,0.268051434,0.260154739
0.263984298,0.261837121,0.263105836,0.262572534
0.266437684,0.256628788,0.260633037,0.262572534
0.266437684,0.257102273,0.263105836,0.265473888
0.269381747,0.256628788,0.268051434,0.262088975
0.265947007,0.251893939,0.263600396,0.255802708
0.259568204,0.247159091,0.258160237,0.250483559
0.254170756,0.245738636,0.253214639,0.245647969
0.249263984,0.232954545,0.245796241,0.240812379
0.244357213,0.222064394,0.189910979,0.183752418
0.186457311,0.167140152,0.137487636,0.132495164
0.134445535,0.143939394,0.126607319,0.149903288
